customer_id,rank,product_id,recommended_channel,recommended_time,marketing_script
C001576,2,P012,app_push,工作日18:00-21:00,专属推荐：混合012号（R2·混合），业绩比较基准3.7%，90天，10000元起投，T+1 次日赎回。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C001576,3,P026,app_push,周末14:00-18:00,专属推荐：混合026号（R2·混合），业绩比较基准3.1%，180天，1000元起投，T+1 次日赎回。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C001582,1,P025,app_push,工作日09:00-12:00,专属推荐：定开025号（R3·定开），业绩比较基准5.2%，366天，1000元起投，T+0 随时赎回。理财非存款，产品有风险，投资须谨慎。
C001582,2,P024,app_push,工作日12:00-14:00,专属推荐：定开024号（R3·定开），业绩比较基准4.7%，90天，1000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C001582,3,P017,app_push,工作日18:00-21:00,专属推荐：现金管理017号（R3·现金管理），业绩比较基准4.3%，180天，1000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C001583,1,P024,app_push,工作日18:00-21:00,专属推荐：定开024号（R3·定开），业绩比较基准4.7%，90天，1000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C001583,2,P025,app_push,周末09:00-12:00,专属推荐：定开025号（R3·定开），业绩比较基准5.2%，366天，1000元起投，T+0 随时赎回。理财非存款，产品有风险，投资须谨慎。
C001583,3,P008,app_push,周末14:00-18:00,专属推荐：定开008号（R3·定开），业绩比较基准5.1%，366天，10000元起投，封闭运作。理财非存款，产品有风险，投资须谨慎。
C001584,1,P010,app_push,工作日18:00-21:00,专属推荐：现金管理010号（R1·现金管理），业绩比较基准2.8%，366天，50000元起投，T+0 随时赎回。理财非存款，产品有风险，投资须谨慎。
C001584,2,P016,app_push,周末14:00-18:00,专属推荐：现金管理016号（R2·现金管理），业绩比较基准3.1%，180天，100000元起投，T+0 随时赎回。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C001584,3,P009,app_push,周末09:00-12:00,专属推荐：现金管理009号（R2·现金管理），业绩比较基准4.0%，730天，50000元起投，T+0 随时赎回。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C001595,1,P020,app_push,工作日09:00-12:00,专属推荐：现金管理020号（R2·现金管理），业绩比较基准3.6%，366天，10000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C001595,2,P018,app_push,工作日12:00-14:00,专属推荐：现金管理018号（R2·现金管理），业绩比较基准3.6%，730天，10000元起投，T+0 随时赎回。理财非存款，产品有风险，投资须谨慎。
C001595,3,P012,app_push,工作日18:00-21:00,专属推荐：混合012号（R2·混合），业绩比较基准3.7%，90天，10000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C001611,1,P002,manager,工作日12:00-14:00,普通贵宾专享：固定期限002号（R5·固定期限），业绩比较基准11.3%，366天，1000元起投，T+0 随时赎回，可为您预约专属认购。理财非存款，产品有风险，投资须谨慎。
C001611,2,P023,manager,周末14:00-18:00,普通贵宾专享：固定期限023号（R5·固定期限），业绩比较基准9.8%，灵活存续，1000元起投，T+1 次日赎回，可为您预约专属认购。理财非存款，产品有风险，投资须谨慎。
C001611,3,P004,manager,工作日18:00-21:00,普通贵宾专享：现金管理004号（R5·现金管理），业绩比较基准8.6%，灵活存续，1000元起投，封闭运作，可为您预约专属认购。理财非存款，产品有风险，投资须谨慎。
C001613,1,P025,app_push,工作日12:00-14:00,专属推荐：定开025号（R3·定开），业绩比较基准5.2%，366天，1000元起投，T+0 随时赎回。理财非存款，产品有风险，投资须谨慎。
C001613,2,P024,app_push,工作日18:00-21:00,专属推荐：定开024号（R3·定开），业绩比较基准4.7%，90天，1000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C001613,3,P008,app_push,周末14:00-18:00,专属推荐：定开008号（R3·定开），业绩比较基准5.1%，366天，10000元起投，封闭运作。理财非存款，产品有风险，投资须谨慎。
C001615,1,P014,app_push,工作日09:00-12:00,专属推荐：混合014号（R1·混合），业绩比较基准2.3%，90天，10000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C001615,2,P026,app_push,工作日12:00-14:00,专属推荐：混合026号（R2·混合），业绩比较基准3.1%，180天，1000元起投，T+1 次日赎回。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C001615,3,P019,app_push,周末14:00-18:00,专属推荐：定开019号（R2·定开），业绩比较基准3.3%，灵活存续，1000元起投，T+0 随时赎回。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C001622,1,P002,manager,工作日09:00-12:00,金卡贵宾专享：固定期限002号（R5·固定期限），业绩比较基准11.3%，366天，1000元起投，T+0 随时赎回，可为您预约专属认购。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C001622,2,P029,manager,工作日12:00-14:00,金卡贵宾专享：固定期限029号（R4·固定期限），业绩比较基准7.8%，灵活存续，10000元起投，封闭运作，可为您预约专属认购。理财非存款，产品有风险，投资须谨慎。
C001622,3,P004,manager,周末09:00-12:00,金卡贵宾专享：现金管理004号（R5·现金管理），业绩比较基准8.6%，灵活存续，1000元起投，封闭运作，可为您预约专属认购。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C001625,1,P002,app_push,工作日18:00-21:00,专属推荐：固定期限002号（R5·固定期限），业绩比较基准11.3%，366天，1000元起投，T+0 随时赎回。理财非存款，产品有风险，投资须谨慎。
C001625,2,P023,app_push,周末14:00-18:00,专属推荐：固定期限023号（R5·固定期限），业绩比较基准9.8%，灵活存续，1000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C001625,3,P004,app_push,周末09:00-12:00,专属推荐：现金管理004号（R5·现金管理），业绩比较基准8.6%，灵活存续，1000元起投，封闭运作。理财非存款，产品有风险，投资须谨慎。
C001629,1,P017,call,工作日12:00-14:00,您好，我是您的专属理财顾问，为您介绍：现金管理017号（R3·现金管理），业绩比较基准4.3%，180天，1000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C001629,2,P027,call,工作日18:00-21:00,您好，我是您的专属理财顾问，为您介绍：现金管理027号（R4·现金管理），业绩比较基准7.7%，366天，100000元起投，T+1 次日赎回。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C001629,3,P020,call,周末14:00-18:00,您好，我是您的专属理财顾问，为您介绍：现金管理020号（R2·现金管理），业绩比较基准3.6%，366天，10000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C001630,1,P004,app_push,工作日18:00-21:00,专属推荐：现金管理004号（R5·现金管理），业绩比较基准8.6%，灵活存续，1000元起投，封闭运作。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C001630,2,P029,app_push,周末09:00-12:00,专属推荐：固定期限029号（R4·固定期限），业绩比较基准7.8%，灵活存续，10000元起投，封闭运作。理财非存款，产品有风险，投资须谨慎。
C001630,3,P017,app_push,周末14:00-18:00,专属推荐：现金管理017号（R3·现金管理），业绩比较基准4.3%，180天，1000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C001636,1,P025,app_push,工作日09:00-12:00,专属推荐：定开025号（R3·定开），业绩比较基准5.2%，366天，1000元起投，T+0 随时赎回。理财非存款，产品有风险，投资须谨慎。
C001636,2,P024,app_push,工作日12:00-14:00,专属推荐：定开024号（R3·定开），业绩比较基准4.7%，90天，1000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C001636,3,P017,app_push,周末09:00-12:00,专属推荐：现金管理017号（R3·现金管理），业绩比较基准4.3%，180天，1000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C001637,1,P025,app_push,工作日12:00-14:00,专属推荐：定开025号（R3·定开），业绩比较基准5.2%，366天，1000元起投，T+0 随时赎回。理财非存款，产品有风险，投资须谨慎。
C001637,2,P008,app_push,工作日18:00-21:00,专属推荐：定开008号（R3·定开），业绩比较基准5.1%，366天，10000元起投，封闭运作。理财非存款，产品有风险，投资须谨慎。
C001637,3,P024,app_push,周末14:00-18:00,专属推荐：定开024号（R3·定开），业绩比较基准4.7%，90天，1000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C001638,1,P014,manager,工作日09:00-12:00,钻石贵宾专享：混合014号（R1·混合），业绩比较基准2.3%，90天，10000元起投，T+1 次日赎回，可为您预约专属认购。理财非存款，产品有风险，投资须谨慎。
C001638,2,P010,manager,工作日18:00-21:00,钻石贵宾专享：现金管理010号（R1·现金管理），业绩比较基准2.8%，366天，50000元起投，T+0 随时赎回，可为您预约专属认购。理财非存款，产品有风险，投资须谨慎。
C001638,3,P012,manager,周末14:00-18:00,钻石贵宾专享：混合012号（R2·混合），业绩比较基准3.7%，90天，10000元起投，T+1 次日赎回，可为您预约专属认购。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C001641,1,P029,app_push,工作日12:00-14:00,专属推荐：固定期限029号（R4·固定期限），业绩比较基准7.8%，灵活存续，10000元起投，封闭运作。理财非存款，产品有风险，投资须谨慎。
C001641,2,P002,app_push,工作日18:00-21:00,专属推荐：固定期限002号（R5·固定期限），业绩比较基准11.3%，366天，1000元起投，T+0 随时赎回。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C001641,3,P023,app_push,周末14:00-18:00,专属推荐：固定期限023号（R5·固定期限），业绩比较基准9.8%，灵活存续，1000元起投，T+1 次日赎回。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C001646,1,P014,app_push,工作日12:00-14:00,专属推荐：混合014号（R1·混合），业绩比较基准2.3%，90天，10000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C001646,2,P012,app_push,工作日18:00-21:00,专属推荐：混合012号（R2·混合），业绩比较基准3.7%，90天，10000元起投，T+1 次日赎回。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C001646,3,P013,app_push,周末14:00-18:00,专属推荐：定开013号（R2·定开），业绩比较基准3.5%，灵活存续，10000元起投，T+0 随时赎回。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C001650,1,P012,app_push,工作日09:00-12:00,专属推荐：混合012号（R2·混合），业绩比较基准3.7%，90天，10000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C001650,2,P026,app_push,工作日18:00-21:00,专属推荐：混合026号（R2·混合），业绩比较基准3.1%，180天，1000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C001650,3,P025,app_push,周末09:00-12:00,专属推荐：定开025号（R3·定开），业绩比较基准5.2%，366天，1000元起投，T+0 随时赎回。理财非存款，产品有风险，投资须谨慎。
C001653,1,P019,app_push,工作日09:00-12:00,专属推荐：定开019号（R2·定开），业绩比较基准3.3%，灵活存续，1000元起投，T+0 随时赎回。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C001653,2,P026,app_push,工作日12:00-14:00,专属推荐：混合026号（R2·混合），业绩比较基准3.1%，180天，1000元起投，T+1 次日赎回。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C001653,3,P030,app_push,周末09:00-12:00,专属推荐：固定期限030号（R2·固定期限），业绩比较基准3.1%，730天，1000元起投，T+0 随时赎回。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C001657,1,P029,app_push,工作日18:00-21:00,专属推荐：固定期限029号（R4·固定期限），业绩比较基准7.8%，灵活存续，10000元起投，封闭运作。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C001657,2,P011,app_push,周末14:00-18:00,专属推荐：固定期限011号（R2·固定期限），业绩比较基准3.3%，90天，10000元起投，T+0 随时赎回。理财非存款，产品有风险，投资须谨慎。
C001657,3,P025,app_push,周末09:00-12:00,专属推荐：定开025号（R3·定开），业绩比较基准5.2%，366天，1000元起投，T+0 随时赎回。理财非存款，产品有风险，投资须谨慎。
C001672,1,P027,app_push,工作日09:00-12:00,专属推荐：现金管理027号（R4·现金管理），业绩比较基准7.7%，366天，100000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C001672,2,P017,app_push,工作日12:00-14:00,专属推荐：现金管理017号（R3·现金管理），业绩比较基准4.3%，180天，1000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C001672,3,P004,app_push,周末09:00-12:00,专属推荐：现金管理004号（R5·现金管理），业绩比较基准8.6%，灵活存续，1000元起投，封闭运作。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C001675,1,P002,call,工作日09:00-12:00,您好，我是您的专属理财顾问，为您介绍：固定期限002号（R5·固定期限），业绩比较基准11.3%，366天，1000元起投，T+0 随时赎回。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C001675,2,P029,call,工作日18:00-21:00,您好，我是您的专属理财顾问，为您介绍：固定期限029号（R4·固定期限），业绩比较基准7.8%，灵活存续，10000元起投，封闭运作。理财非存款，产品有风险，投资须谨慎。
C001675,3,P023,call,周末09:00-12:00,您好，我是您的专属理财顾问，为您介绍：固定期限023号（R5·固定期限），业绩比较基准9.8%，灵活存续，1000元起投，T+1 次日赎回。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C001680,1,P025,app_push,工作日18:00-21:00,专属推荐：定开025号（R3·定开），业绩比较基准5.2%，366天，1000元起投，T+0 随时赎回。理财非存款，产品有风险，投资须谨慎。
C001680,2,P024,app_push,周末14:00-18:00,专属推荐：定开024号（R3·定开），业绩比较基准4.7%，90天，1000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C001680,3,P008,app_push,周末09:00-12:00,专属推荐：定开008号（R3·定开），业绩比较基准5.1%，366天，10000元起投，封闭运作。理财非存款，产品有风险，投资须谨慎。
C001683,1,P014,app_push,工作日12:00-14:00,专属推荐：混合014号（R1·混合），业绩比较基准2.3%，90天，10000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C001683,2,P010,app_push,工作日18:00-21:00,专属推荐：现金管理010号（R1·现金管理），业绩比较基准2.8%，366天，50000元起投，T+0 随时赎回。理财非存款，产品有风险，投资须谨慎。
C001683,3,P012,app_push,周末14:00-18:00,专属推荐：混合012号（R2·混合），业绩比较基准3.7%，90天，10000元起投，T+1 次日赎回。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C001688,1,P014,app_push,工作日12:00-14:00,专属推荐：混合014号（R1·混合），业绩比较基准2.3%，90天，10000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C001688,2,P012,app_push,周末14:00-18:00,专属推荐：混合012号（R2·混合），业绩比较基准3.7%，90天，10000元起投，T+1 次日赎回。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C001688,3,P026,app_push,工作日18:00-21:00,专属推荐：混合026号（R2·混合），业绩比较基准3.1%，180天，1000元起投，T+1 次日赎回。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C001693,1,P029,app_push,工作日12:00-14:00,专属推荐：固定期限029号（R4·固定期限），业绩比较基准7.8%，灵活存续，10000元起投，封闭运作。理财非存款，产品有风险，投资须谨慎。
C001693,2,P015,app_push,周末14:00-18:00,专属推荐：固定期限015号（R4·固定期限），业绩比较基准6.7%，366天，50000元起投，封闭运作。理财非存款，产品有风险，投资须谨慎。
C001693,3,P002,app_push,工作日18:00-21:00,专属推荐：固定期限002号（R5·固定期限），业绩比较基准11.3%，366天，1000元起投，T+0 随时赎回。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C001694,1,P025,app_push,工作日12:00-14:00,专属推荐：定开025号（R3·定开），业绩比较基准5.2%，366天，1000元起投，T+0 随时赎回。理财非存款，产品有风险，投资须谨慎。
C001694,2,P024,app_push,工作日18:00-21:00,专属推荐：定开024号（R3·定开），业绩比较基准4.7%，90天，1000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C001694,3,P017,app_push,周末14:00-18:00,专属推荐：现金管理017号（R3·现金管理），业绩比较基准4.3%，180天，1000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C001697,1,P008,manager,工作日12:00-14:00,钻石贵宾专享：定开008号（R3·定开），业绩比较基准5.1%，366天，10000元起投，封闭运作，可为您预约专属认购。理财非存款，产品有风险，投资须谨慎。
C001697,2,P025,manager,工作日18:00-21:00,钻石贵宾专享：定开025号（R3·定开），业绩比较基准5.2%，366天，1000元起投，T+0 随时赎回，可为您预约专属认购。理财非存款，产品有风险，投资须谨慎。
C001697,3,P024,manager,周末14:00-18:00,钻石贵宾专享：定开024号（R3·定开），业绩比较基准4.7%，90天，1000元起投，T+1 次日赎回，可为您预约专属认购。理财非存款，产品有风险，投资须谨慎。
C001699,1,P030,call,工作日09:00-12:00,您好，我是您的专属理财顾问，为您介绍：固定期限030号（R2·固定期限），业绩比较基准3.1%，730天，1000元起投，T+0 随时赎回。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C001699,2,P019,call,工作日12:00-14:00,您好，我是您的专属理财顾问，为您介绍：定开019号（R2·定开），业绩比较基准3.3%，灵活存续，1000元起投，T+0 随时赎回。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C001699,3,P013,call,工作日18:00-21:00,您好，我是您的专属理财顾问，为您介绍：定开013号（R2·定开），业绩比较基准3.5%，灵活存续，10000元起投，T+0 随时赎回。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C001704,1,P002,app_push,工作日09:00-12:00,专属推荐：固定期限002号（R5·固定期限），业绩比较基准11.3%，366天，1000元起投，T+0 随时赎回。理财非存款，产品有风险，投资须谨慎。
C001704,2,P023,app_push,工作日12:00-14:00,专属推荐：固定期限023号（R5·固定期限），业绩比较基准9.8%，灵活存续，1000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C001704,3,P004,app_push,工作日18:00-21:00,专属推荐：现金管理004号（R5·现金管理），业绩比较基准8.6%，灵活存续，1000元起投，封闭运作。理财非存款，产品有风险，投资须谨慎。
C001710,1,P014,call,工作日12:00-14:00,您好，我是您的专属理财顾问，为您介绍：混合014号（R1·混合），业绩比较基准2.3%，90天，10000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C001710,2,P026,call,工作日18:00-21:00,您好，我是您的专属理财顾问，为您介绍：混合026号（R2·混合），业绩比较基准3.1%，180天，1000元起投，T+1 次日赎回。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C001710,3,P019,call,周末14:00-18:00,您好，我是您的专属理财顾问，为您介绍：定开019号（R2·定开），业绩比较基准3.3%，灵活存续，1000元起投，T+0 随时赎回。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C001715,1,P017,app_push,工作日18:00-21:00,专属推荐：现金管理017号（R3·现金管理），业绩比较基准4.3%，180天，1000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C001715,2,P025,app_push,周末09:00-12:00,专属推荐：定开025号（R3·定开），业绩比较基准5.2%，366天，1000元起投，T+0 随时赎回。理财非存款，产品有风险，投资须谨慎。
C001715,3,P024,app_push,周末14:00-18:00,专属推荐：定开024号（R3·定开），业绩比较基准4.7%，90天，1000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C001719,1,P020,app_push,工作日18:00-21:00,专属推荐：现金管理020号（R2·现金管理），业绩比较基准3.6%，366天，10000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C001719,2,P018,app_push,周末09:00-12:00,专属推荐：现金管理018号（R2·现金管理），业绩比较基准3.6%，730天，10000元起投，T+0 随时赎回。理财非存款，产品有风险，投资须谨慎。
C001719,3,P009,app_push,周末14:00-18:00,专属推荐：现金管理009号（R2·现金管理），业绩比较基准4.0%，730天，50000元起投，T+0 随时赎回。理财非存款，产品有风险，投资须谨慎。
C001720,1,P002,app_push,工作日09:00-12:00,专属推荐：固定期限002号（R5·固定期限），业绩比较基准11.3%，366天，1000元起投，T+0 随时赎回。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C001720,2,P023,app_push,工作日18:00-21:00,专属推荐：固定期限023号（R5·固定期限），业绩比较基准9.8%，灵活存续，1000元起投，T+1 次日赎回。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C001720,3,P024,app_push,周末09:00-12:00,专属推荐：定开024号（R3·定开），业绩比较基准4.7%，90天，1000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C001722,1,P025,app_push,工作日18:00-21:00,专属推荐：定开025号（R3·定开），业绩比较基准5.2%，366天，1000元起投，T+0 随时赎回。理财非存款，产品有风险，投资须谨慎。
C001722,2,P017,app_push,周末14:00-18:00,专属推荐：现金管理017号（R3·现金管理），业绩比较基准4.3%，180天，1000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C001722,3,P024,app_push,周末09:00-12:00,专属推荐：定开024号（R3·定开），业绩比较基准4.7%，90天，1000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C001725,1,P029,call,工作日12:00-14:00,您好，我是您的专属理财顾问，为您介绍：固定期限029号（R4·固定期限），业绩比较基准7.8%，灵活存续，10000元起投，封闭运作。理财非存款，产品有风险，投资须谨慎。
C001725,2,P002,call,周末14:00-18:00,您好，我是您的专属理财顾问，为您介绍：固定期限002号（R5·固定期限），业绩比较基准11.3%，366天，1000元起投，T+0 随时赎回。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C001725,3,P023,call,工作日18:00-21:00,您好，我是您的专属理财顾问，为您介绍：固定期限023号（R5·固定期限），业绩比较基准9.8%，灵活存续，1000元起投，T+1 次日赎回。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C001732,1,P012,app_push,工作日09:00-12:00,专属推荐：混合012号（R2·混合），业绩比较基准3.7%，90天，10000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C001732,2,P022,app_push,工作日12:00-14:00,专属推荐：定开022号（R2·定开），业绩比较基准3.0%，730天，10000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C001732,3,P013,app_push,周末09:00-12:00,专属推荐：定开013号（R2·定开），业绩比较基准3.5%，灵活存续，10000元起投，T+0 随时赎回。理财非存款，产品有风险，投资须谨慎。
C001733,1,P017,manager,工作日12:00-14:00,金卡贵宾专享：现金管理017号（R3·现金管理），业绩比较基准4.3%，180天，1000元起投，T+1 次日赎回，可为您预约专属认购。理财非存款，产品有风险，投资须谨慎。
C001733,2,P027,manager,工作日18:00-21:00,金卡贵宾专享：现金管理027号（R4·现金管理），业绩比较基准7.7%，366天，100000元起投，T+1 次日赎回，可为您预约专属认购。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C001733,3,P025,manager,周末14:00-18:00,金卡贵宾专享：定开025号（R3·定开），业绩比较基准5.2%，366天，1000元起投，T+0 随时赎回，可为您预约专属认购。理财非存款，产品有风险，投资须谨慎。
C001735,1,P026,app_push,工作日09:00-12:00,专属推荐：混合026号（R2·混合），业绩比较基准3.1%，180天，1000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C001735,2,P019,app_push,工作日12:00-14:00,专属推荐：定开019号（R2·定开），业绩比较基准3.3%，灵活存续，1000元起投，T+0 随时赎回。理财非存款，产品有风险，投资须谨慎。
C001735,3,P030,app_push,周末14:00-18:00,专属推荐：固定期限030号（R2·固定期限），业绩比较基准3.1%，730天，1000元起投，T+0 随时赎回。理财非存款，产品有风险，投资须谨慎。
C001736,1,P014,manager,工作日09:00-12:00,钻石贵宾专享：混合014号（R1·混合），业绩比较基准2.3%，90天，10000元起投，T+1 次日赎回，可为您预约专属认购。理财非存款，产品有风险，投资须谨慎。
C001736,2,P026,manager,工作日12:00-14:00,钻石贵宾专享：混合026号（R2·混合），业绩比较基准3.1%，180天，1000元起投，T+1 次日赎回，可为您预约专属认购。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C001736,3,P019,manager,工作日18:00-21:00,钻石贵宾专享：定开019号（R2·定开），业绩比较基准3.3%，灵活存续，1000元起投，T+0 随时赎回，可为您预约专属认购。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C001737,1,P002,app_push,工作日09:00-12:00,专属推荐：固定期限002号（R5·固定期限），业绩比较基准11.3%，366天，1000元起投，T+0 随时赎回。理财非存款，产品有风险，投资须谨慎。
C001737,2,P023,app_push,工作日12:00-14:00,专属推荐：固定期限023号（R5·固定期限），业绩比较基准9.8%，灵活存续，1000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C001737,3,P004,app_push,工作日18:00-21:00,专属推荐：现金管理004号（R5·现金管理），业绩比较基准8.6%，灵活存续，1000元起投，封闭运作。理财非存款，产品有风险，投资须谨慎。
C001741,1,P029,app_push,工作日09:00-12:00,专属推荐：固定期限029号（R4·固定期限），业绩比较基准7.8%，灵活存续，10000元起投，封闭运作。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C001741,2,P017,app_push,工作日12:00-14:00,专属推荐：现金管理017号（R3·现金管理），业绩比较基准4.3%，180天，1000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C001741,3,P025,app_push,周末09:00-12:00,专属推荐：定开025号（R3·定开），业绩比较基准5.2%，366天，1000元起投，T+0 随时赎回。理财非存款，产品有风险，投资须谨慎。
C001744,1,P025,app_push,工作日09:00-12:00,专属推荐：定开025号（R3·定开），业绩比较基准5.2%，366天，1000元起投，T+0 随时赎回。理财非存款，产品有风险，投资须谨慎。
C001744,2,P024,app_push,工作日12:00-14:00,专属推荐：定开024号（R3·定开），业绩比较基准4.7%，90天，1000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C001744,3,P008,app_push,工作日18:00-21:00,专属推荐：定开008号（R3·定开），业绩比较基准5.1%，366天，10000元起投，封闭运作。理财非存款，产品有风险，投资须谨慎。
C001749,1,P022,app_push,工作日09:00-12:00,专属推荐：定开022号（R2·定开），业绩比较基准3.0%，730天，10000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C001749,2,P019,app_push,工作日12:00-14:00,专属推荐：定开019号（R2·定开），业绩比较基准3.3%，灵活存续，1000元起投，T+0 随时赎回。理财非存款，产品有风险，投资须谨慎。
C001749,3,P011,app_push,工作日18:00-21:00,专属推荐：固定期限011号（R2·固定期限），业绩比较基准3.3%，90天，10000元起投，T+0 随时赎回。理财非存款，产品有风险，投资须谨慎。
C001755,1,P019,app_push,工作日18:00-21:00,专属推荐：定开019号（R2·定开），业绩比较基准3.3%，灵活存续，1000元起投，T+0 随时赎回。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
